id,datetime,consumption
0,2019-10-02,308
0,2019-10-03,269
0,2019-10-04,316
0,2019-10-05,281
0,2019-10-06,305
0,2019-10-07,525
0,2019-10-08,349
0,2019-10-09,360
0,2019-10-10,241
0,2019-10-11,252
0,2019-10-12,341
0,2019-10-13,346
0,2019-10-14,289
0,2019-10-15,200
0,2019-10-16,252
0,2019-10-17,229
0,2019-10-18,226
0,2019-10-19,395
0,2019-10-20,192
0,2019-10-21,174
0,2019-10-22,294
0,2019-10-23,240
0,2019-10-24,319
0,2019-10-25,246
0,2019-10-26,350
0,2019-10-27,203
0,2019-10-28,257
0,2019-10-29,227
0,2019-10-30,260
0,2019-10-31,240
0,2019-11-01,502
0,2019-11-02,331
0,2019-11-03,307
0,2019-11-04,272
0,2019-11-05,289
0,2019-11-06,212
0,2019-11-07,259
0,2019-11-08,321
0,2019-11-09,175
0,2019-11-10,373
0,2019-11-11,315
0,2019-11-12,264
0,2019-11-13,241
0,2019-11-14,260
0,2019-11-15,274
0,2019-11-16,430
0,2019-11-17,269
0,2019-11-18,176
0,2019-11-19,190
0,2019-11-20,211
0,2019-11-21,313
0,2019-11-22,326
0,2019-11-23,259
0,2019-11-24,316
0,2019-11-25,280
0,2019-11-26,421
0,2019-11-27,186
0,2019-11-28,293
0,2019-11-29,339
0,2019-11-30,279
0,2019-12-01,317
0,2019-12-02,239
0,2019-12-03,283
0,2019-12-04,236
0,2019-12-05,337
0,2019-12-06,349
0,2019-12-07,315
0,2019-12-08,200
0,2019-12-09,239
0,2019-12-10,275
0,2019-12-11,215
0,2019-12-12,129
0,2019-12-13,392
0,2019-12-14,182
0,2019-12-15,288
0,2019-12-16,320
0,2019-12-17,258
0,2019-12-18,208
0,2019-12-19,152
0,2019-12-20,295
0,2019-12-21,232
0,2019-12-22,182
0,2019-12-23,354
0,2019-12-24,400
0,2019-12-25,274
0,2019-12-26,258
0,2019-12-27,352
0,2019-12-28,347
0,2019-12-29,310
0,2019-12-30,338
0,2019-12-31,327
0,2020-01-01,267
0,2020-01-02,252
0,2020-01-03,208
0,2020-01-04,427
0,2020-01-05,202
0,2020-01-06,386
0,2020-01-07,342
0,2020-01-08,367
0,2020-01-09,238
0,2020-01-10,225
0,2020-01-11,157
0,2020-01-12,282
0,2020-01-13,115
0,2020-01-14,452
0,2020-01-15,210
0,2020-01-16,303
0,2020-01-17,278
0,2020-01-18,421
0,2020-01-19,271
0,2020-01-20,306
0,2020-01-21,292
0,2020-01-22,460
0,2020-01-23,331
0,2020-01-24,368
0,2020-01-25,390
0,2020-01-26,304
0,2020-01-27,213
0,2020-01-28,232
0,2020-01-29,403
0,2020-01-30,425
0,2020-01-31,255
1,2019-02-01,8
1,2019-02-02,47
1,2019-02-03,6
1,2019-02-04,11
1,2019-02-05,43
1,2019-02-06,0
1,2019-02-07,6
1,2019-02-08,0
1,2019-02-09,84
1,2019-02-10,61
1,2019-02-11,11
1,2019-02-12,20
1,2019-02-13,5
1,2019-02-14,0
1,2019-02-15,7
1,2019-02-16,24
1,2019-02-17,16
1,2019-02-18,0
1,2019-02-19,0
1,2019-02-20,5
1,2019-02-21,0
1,2019-02-22,0
1,2019-02-23,0
1,2019-02-24,2
1,2019-02-25,6
1,2019-02-26,0
1,2019-02-27,18
1,2019-02-28,10
1,2019-03-01,0
1,2019-03-02,31
1,2019-03-03,20
1,2019-03-04,0
1,2019-03-05,0
1,2019-03-06,0
1,2019-03-07,6
1,2019-03-08,0
1,2019-03-09,5
1,2019-03-10,28
1,2019-03-11,0
1,2019-03-12,0
1,2019-03-13,0
1,2019-03-14,0
1,2019-03-15,0
1,2019-03-16,37
1,2019-03-17,11
1,2019-03-18,0
1,2019-03-19,0
1,2019-03-20,6
1,2019-03-21,0
1,2019-03-22,0
1,2019-03-23,7
1,2019-03-24,20
1,2019-03-25,15
1,2019-03-26,1
1,2019-03-27,31
1,2019-03-28,1
1,2019-03-29,5
1,2019-03-30,147
1,2019-03-31,146
1,2019-04-01,0
1,2019-04-02,0
1,2019-04-03,2
1,2019-04-04,49
1,2019-04-05,6
1,2019-04-06,0
1,2019-04-07,16
1,2019-04-08,2
1,2019-04-09,4
1,2019-04-10,0
1,2019-04-11,31
1,2019-04-12,2
1,2019-04-13,0
1,2019-04-14,0
1,2019-04-15,0
1,2019-04-16,57
1,2019-04-17,0
1,2019-04-18,0
1,2019-04-19,0
1,2019-04-20,0
1,2019-04-21,10
1,2019-04-22,5
1,2019-04-23,0
1,2019-04-24,0
1,2019-04-25,0
1,2019-04-26,0
1,2019-04-27,6
1,2019-04-28,6
1,2019-04-29,0
1,2019-04-30,0
1,2019-05-01,0
1,2019-05-02,0
1,2019-05-03,0
1,2019-05-04,0
1,2019-05-05,5
1,2019-05-06,0
1,2019-05-07,0
1,2019-05-08,0
1,2019-05-09,10
1,2019-05-10,6
1,2019-05-11,6
1,2019-05-12,0
1,2019-05-13,0
1,2019-05-14,0
1,2019-05-15,5
1,2019-05-16,0
1,2019-05-17,10
1,2019-05-18,6
1,2019-05-19,0
1,2019-05-20,0
1,2019-05-21,18
1,2019-05-22,255
1,2019-05-23,31
1,2019-05-24,120
1,2019-05-25,85
1,2019-05-26,6
1,2019-05-27,0
1,2019-05-28,0
1,2019-05-29,0
1,2019-05-30,0
1,2019-05-31,6
1,2019-06-01,13
1,2019-06-02,13
1,2019-06-03,0
1,2019-06-04,0
1,2019-06-05,0
1,2019-06-06,0
1,2019-06-07,0
1,2019-06-08,34
1,2019-06-09,16
1,2019-06-10,4
1,2019-06-11,0
1,2019-06-12,6
1,2019-06-13,10
1,2019-06-14,6
1,2019-06-15,34
1,2019-06-16,119
1,2019-06-17,7
1,2019-06-18,0
1,2019-06-19,0
1,2019-06-20,8
1,2019-06-21,11
1,2019-06-22,6
1,2019-06-23,13
1,2019-06-24,16
1,2019-06-25,7
1,2019-06-26,9
1,2019-06-27,3
1,2019-06-28,5
1,2019-06-29,0
1,2019-06-30,4
1,2019-07-01,1
1,2019-07-02,0
1,2019-07-03,6
1,2019-07-04,12
1,2019-07-05,0
1,2019-07-06,11
1,2019-07-07,5
1,2019-07-08,6
1,2019-07-09,0
1,2019-07-10,7
1,2019-07-11,0
1,2019-07-12,0
1,2019-07-13,0
1,2019-07-14,0
1,2019-07-15,0
1,2019-07-16,6
1,2019-07-17,0
1,2019-07-18,8
1,2019-07-19,2
1,2019-07-20,20
1,2019-07-21,0
1,2019-07-22,1
1,2019-07-23,0
1,2019-07-24,5
1,2019-07-25,0
1,2019-07-26,0
1,2019-07-27,0
1,2019-07-28,3
1,2019-07-29,0
1,2019-07-30,2
1,2019-07-31,0
1,2019-08-01,0
1,2019-08-02,0
1,2019-08-03,0
1,2019-08-04,3
1,2019-08-05,0
1,2019-08-06,0
1,2019-08-07,168
1,2019-08-08,4
1,2019-08-09,0
1,2019-08-10,283
1,2019-08-11,6
1,2019-08-12,0
1,2019-08-13,11
1,2019-08-14,3
1,2019-08-15,0
1,2019-08-16,0
1,2019-08-17,0
1,2019-08-18,3
1,2019-08-19,0
1,2019-08-20,2
1,2019-08-21,3
1,2019-08-22,0
1,2019-08-23,0
1,2019-08-24,0
1,2019-08-25,0
1,2019-08-26,15
1,2019-08-27,10
1,2019-08-28,4
1,2019-08-29,5
1,2019-08-30,0
1,2019-08-31,4
1,2019-09-01,1
1,2019-09-02,3
1,2019-09-03,8
1,2019-09-04,1
1,2019-09-05,5
1,2019-09-06,23
1,2019-09-07,0
1,2019-09-08,0
1,2019-09-09,6
1,2019-09-10,3
1,2019-09-11,3
1,2019-09-12,2
1,2019-09-13,2
1,2019-09-14,6
1,2019-09-15,7
1,2019-09-16,7
1,2019-09-17,0
1,2019-09-18,6
1,2019-09-19,0
1,2019-09-20,3
1,2019-09-21,12
1,2019-09-22,8
1,2019-09-23,10
1,2019-09-24,2
1,2019-09-25,4
1,2019-09-26,10
1,2019-09-27,9
1,2019-09-28,29
1,2019-09-29,11
1,2019-09-30,0
1,2019-10-01,5
1,2019-10-02,1
1,2019-10-03,0
1,2019-10-04,4
1,2019-10-05,7
1,2019-10-06,1
1,2019-10-07,3
1,2019-10-08,18
1,2019-10-09,0
1,2019-10-10,0
1,2019-10-11,19
1,2019-10-12,0
1,2019-10-13,0
1,2019-10-14,5
1,2019-10-15,11
1,2019-10-16,0
1,2019-10-17,0
1,2019-10-18,0
1,2019-10-19,5
1,2019-10-20,17
1,2019-10-21,3
1,2019-10-22,0
1,2019-10-23,11
1,2019-10-24,11
1,2019-10-25,24
1,2019-10-26,6
1,2019-10-27,5
1,2019-10-28,6
1,2019-10-29,0
1,2019-10-30,2
1,2019-10-31,0
1,2019-11-01,0
1,2019-11-02,146
1,2019-11-03,0
1,2019-11-04,15
1,2019-11-05,6
1,2019-11-06,0
1,2019-11-07,0
1,2019-11-08,0
1,2019-11-09,31
1,2019-11-10,3
1,2019-11-11,0
1,2019-11-12,3
1,2019-11-13,0
1,2019-11-14,3
1,2019-11-15,5
1,2019-11-16,3
1,2019-11-17,4
1,2019-11-18,10
1,2019-11-19,0
1,2019-11-20,0
1,2019-11-21,3
1,2019-11-22,0
1,2019-11-23,3
1,2019-11-24,3
1,2019-11-25,1
1,2019-11-26,3
1,2019-11-27,9
1,2019-11-28,3
1,2019-11-29,38
1,2019-11-30,0
1,2019-12-01,0
1,2019-12-02,5
1,2019-12-03,0
1,2019-12-04,0
1,2019-12-05,0
1,2019-12-06,0
1,2019-12-07,0
1,2019-12-08,0
1,2019-12-09,0
1,2019-12-10,0
1,2019-12-11,0
1,2019-12-12,2
1,2019-12-13,16
1,2019-12-14,0
1,2019-12-15,6
1,2019-12-16,4
1,2019-12-17,0
1,2019-12-18,4
1,2019-12-19,1
1,2019-12-20,0
1,2019-12-21,0
1,2019-12-22,3
1,2019-12-23,3
1,2019-12-24,3
1,2019-12-25,25
1,2019-12-26,4
1,2019-12-27,0
1,2019-12-28,0
1,2019-12-29,8
1,2019-12-30,13
1,2019-12-31,7
1,2020-01-01,3
1,2020-01-02,0
1,2020-01-03,3
1,2020-01-04,0
1,2020-01-05,0
1,2020-01-06,0
1,2020-01-07,0
1,2020-01-08,0
1,2020-01-09,84
1,2020-01-10,46
1,2020-01-11,3
1,2020-01-12,3
1,2020-01-13,0
1,2020-01-14,0
1,2020-01-15,0
1,2020-01-16,4
1,2020-01-17,0
1,2020-01-18,0
1,2020-01-19,215
1,2020-01-20,14
1,2020-01-21,3
1,2020-01-22,0
1,2020-01-23,0
1,2020-01-24,0
1,2020-01-25,0
1,2020-01-26,0
1,2020-01-27,4
1,2020-01-28,1
1,2020-01-29,0
1,2020-01-30,10
1,2020-01-31,28
2,2019-02-01,0
2,2019-02-02,0
2,2019-02-03,0
2,2019-02-04,0
2,2019-02-05,0
2,2019-02-06,0
2,2019-02-07,0
2,2019-02-08,0
2,2019-02-09,0
2,2019-02-10,0
2,2019-02-11,0
2,2019-02-12,0
2,2019-02-13,0
2,2019-02-14,0
2,2019-02-15,0
2,2019-02-16,14
2,2019-02-17,0
2,2019-02-18,0
2,2019-02-19,0
2,2019-02-20,8
2,2019-02-21,0
2,2019-02-22,0
2,2019-02-23,0
2,2019-02-24,0
2,2019-02-25,0
2,2019-02-26,50
2,2019-02-27,0
2,2019-02-28,0
2,2019-03-01,0
2,2019-03-02,35
2,2019-03-03,9
2,2019-03-04,0
2,2019-03-05,0
2,2019-03-06,0
2,2019-03-07,9
2,2019-03-08,0
2,2019-03-09,0
2,2019-03-10,0
2,2019-03-11,8
2,2019-03-12,0
2,2019-03-13,0
2,2019-03-14,0
2,2019-03-15,0
2,2019-03-16,6
2,2019-03-17,0
2,2019-03-18,16
2,2019-03-19,7
2,2019-03-20,6
2,2019-03-21,0
2,2019-03-22,0
2,2019-03-23,0
2,2019-03-24,6
2,2019-03-25,0
2,2019-03-26,0
2,2019-03-27,0
2,2019-03-28,0
2,2019-03-29,0
2,2019-03-30,5
2,2019-03-31,8
2,2019-04-01,0
2,2019-04-02,6
2,2019-04-03,6
2,2019-04-04,0
2,2019-04-05,1
2,2019-04-06,0
2,2019-04-07,4
2,2019-04-08,0
2,2019-04-09,12
2,2019-04-10,0
2,2019-04-11,0
2,2019-04-12,0
2,2019-04-13,0
2,2019-04-14,0
2,2019-04-15,0
2,2019-04-16,0
2,2019-04-17,0
2,2019-04-18,0
2,2019-04-19,0
2,2019-04-20,0
2,2019-04-21,0
2,2019-04-22,0
2,2019-04-23,0
2,2019-04-24,5
2,2019-04-25,0
2,2019-04-26,0
2,2019-04-27,0
2,2019-04-28,9
2,2019-04-29,1
2,2019-04-30,0
2,2019-05-01,0
2,2019-05-02,6
2,2019-05-03,0
2,2019-05-04,0
2,2019-05-05,0
2,2019-05-06,0
2,2019-05-07,0
2,2019-05-08,0
2,2019-05-09,0
2,2019-05-10,0
2,2019-05-11,0
2,2019-05-12,0
2,2019-05-13,0
2,2019-05-14,0
2,2019-05-15,0
2,2019-05-16,0
2,2019-05-17,0
2,2019-05-18,0
2,2019-05-19,9
2,2019-05-20,0
2,2019-05-21,0
2,2019-05-22,0
2,2019-05-23,0
2,2019-05-24,0
2,2019-05-25,0
2,2019-05-26,0
2,2019-05-27,0
2,2019-05-28,0
2,2019-05-29,0
2,2019-05-30,0
2,2019-05-31,16
2,2019-06-01,0
2,2019-06-02,0
2,2019-06-03,0
2,2019-06-04,0
2,2019-06-05,8
2,2019-06-06,0
2,2019-06-07,6
2,2019-06-08,0
2,2019-06-09,0
2,2019-06-10,0
2,2019-06-11,0
2,2019-06-12,0
2,2019-06-13,0
2,2019-06-14,0
2,2019-06-15,0
2,2019-06-16,1
2,2019-06-17,0
2,2019-06-18,0
2,2019-06-19,15
2,2019-06-20,0
2,2019-06-21,4
2,2019-06-22,0
2,2019-06-23,0
2,2019-06-24,7
2,2019-06-25,0
2,2019-06-26,8
2,2019-06-27,0
2,2019-06-28,0
2,2019-06-29,0
2,2019-06-30,1
2,2019-07-01,0
2,2019-07-02,0
2,2019-07-03,0
2,2019-07-04,0
2,2019-07-05,0
2,2019-07-06,0
2,2019-07-07,6
2,2019-07-08,0
2,2019-07-09,6
2,2019-07-10,0
2,2019-07-11,4
2,2019-07-12,0
2,2019-07-13,0
2,2019-07-14,7
2,2019-07-15,0
2,2019-07-16,0
2,2019-07-17,0
2,2019-07-18,5
2,2019-07-19,88
2,2019-07-20,0
2,2019-07-21,26
2,2019-07-22,1
2,2019-07-23,0
2,2019-07-24,7
2,2019-07-25,90
2,2019-07-26,98
2,2019-07-27,47
2,2019-07-28,116
2,2019-07-29,69
2,2019-07-30,0
2,2019-07-31,5
2,2019-08-01,0
2,2019-08-02,0
2,2019-08-03,0
2,2019-08-04,0
2,2019-08-05,0
2,2019-08-06,0
2,2019-08-07,10
2,2019-08-08,0
2,2019-08-09,0
2,2019-08-10,0
2,2019-08-11,0
2,2019-08-12,6
2,2019-08-13,0
2,2019-08-14,0
2,2019-08-15,0
2,2019-08-16,0
2,2019-08-17,0
2,2019-08-18,0
2,2019-08-19,0
2,2019-08-20,0
2,2019-08-21,0
2,2019-08-22,0
2,2019-08-23,11
2,2019-08-24,5
2,2019-08-25,8
2,2019-08-26,0
2,2019-08-27,0
2,2019-08-28,12
2,2019-08-29,23
2,2019-08-30,4
2,2019-08-31,0
2,2019-09-01,0
2,2019-09-02,0
2,2019-09-03,0
2,2019-09-04,0
2,2019-09-05,20
2,2019-09-06,17
2,2019-09-07,32
2,2019-09-08,21
2,2019-09-09,35
2,2019-09-10,15
2,2019-09-11,25
2,2019-09-12,23
2,2019-09-13,29
2,2019-09-14,37
2,2019-09-15,26
2,2019-09-16,28
2,2019-09-17,41
2,2019-09-18,10
2,2019-09-19,23
2,2019-09-20,37
2,2019-09-21,32
2,2019-09-22,26
2,2019-09-23,21
2,2019-09-24,29
2,2019-09-25,20
2,2019-09-26,23
2,2019-09-27,10
2,2019-09-28,0
2,2019-09-29,0
2,2019-09-30,44
2,2019-10-01,15
2,2019-10-02,59
2,2019-10-03,43
2,2019-10-04,16
2,2019-10-05,29
2,2019-10-06,38
2,2019-10-07,37
2,2019-10-08,37
2,2019-10-09,30
2,2019-10-10,40
2,2019-10-11,28
2,2019-10-12,34
2,2019-10-13,24
2,2019-10-14,29
2,2019-10-15,26
2,2019-10-16,33
2,2019-10-17,22
2,2019-10-18,22
2,2019-10-19,37
2,2019-10-20,23
2,2019-10-21,114
2,2019-10-22,39
2,2019-10-23,26
2,2019-10-24,31
2,2019-10-25,28
2,2019-10-26,32
2,2019-10-27,28
2,2019-10-28,26
2,2019-10-29,1
2,2019-10-30,1
2,2019-10-31,0
2,2019-11-01,1
2,2019-11-02,1
2,2019-11-03,16
2,2019-11-04,23
2,2019-11-05,27
2,2019-11-06,30
2,2019-11-07,28
2,2019-11-08,28
2,2019-11-09,32
2,2019-11-10,30
2,2019-11-11,35
2,2019-11-12,6
2,2019-11-13,1
2,2019-11-14,6
2,2019-11-15,48
2,2019-11-16,16
2,2019-11-17,23
2,2019-11-18,39
2,2019-11-19,22
2,2019-11-20,32
2,2019-11-21,21
2,2019-11-22,21
2,2019-11-23,33
2,2019-11-24,36
2,2019-11-25,42
2,2019-11-26,15
2,2019-11-27,31
2,2019-11-28,31
2,2019-11-29,45
2,2019-11-30,28
2,2019-12-01,20
2,2019-12-02,27
2,2019-12-03,32
2,2019-12-04,53
2,2019-12-05,21
2,2019-12-06,17
2,2019-12-07,27
2,2019-12-08,42
2,2019-12-09,27
2,2019-12-10,44
2,2019-12-11,32
2,2019-12-12,29
2,2019-12-13,33
2,2019-12-14,31
2,2019-12-15,32
2,2019-12-16,49
2,2019-12-17,38
2,2019-12-18,12
2,2019-12-19,25
2,2019-12-20,32
2,2019-12-21,32
2,2019-12-22,41
2,2019-12-23,26
2,2019-12-24,35
2,2019-12-25,43
2,2019-12-26,32
2,2019-12-27,28
2,2019-12-28,29
2,2019-12-29,44
2,2019-12-30,34
2,2019-12-31,36
2,2020-01-01,28
2,2020-01-02,35
2,2020-01-03,33
2,2020-01-04,17
2,2020-01-05,26
2,2020-01-06,35
2,2020-01-07,33
2,2020-01-08,30
2,2020-01-09,47
2,2020-01-10,21
2,2020-01-11,41
2,2020-01-12,35
2,2020-01-13,30
2,2020-01-14,52
2,2020-01-15,40
2,2020-01-16,34
2,2020-01-17,36
2,2020-01-18,28
2,2020-01-19,33
2,2020-01-20,48
2,2020-01-21,35
2,2020-01-22,33
2,2020-01-23,20
2,2020-01-24,37
2,2020-01-25,30
2,2020-01-26,32
2,2020-01-27,39
2,2020-01-28,40
2,2020-01-29,45
2,2020-01-30,27
2,2020-01-31,59
3,2019-02-01,492
3,2019-02-02,381
3,2019-02-03,313
3,2019-02-04,362
3,2019-02-05,377
3,2019-02-06,453
3,2019-02-07,390
3,2019-02-08,419
3,2019-02-09,459
3,2019-02-10,442
3,2019-02-11,421
3,2019-02-12,397
3,2019-02-13,438
3,2019-02-14,475
3,2019-02-15,524
3,2019-02-16,281
3,2019-02-17,482
3,2019-02-18,476
3,2019-02-19,414
3,2019-02-20,449
3,2019-02-21,390
3,2019-02-22,509
3,2019-02-23,463
3,2019-02-24,402
3,2019-02-25,360
3,2019-02-26,656
3,2019-02-27,446
3,2019-02-28,488
3,2019-03-01,467
3,2019-03-02,471
3,2019-03-03,486
3,2019-03-04,481
3,2019-03-05,490
3,2019-03-06,336
3,2019-03-07,488
3,2019-03-08,518
3,2019-03-09,399
3,2019-03-10,553
3,2019-03-11,390
3,2019-03-12,383
3,2019-03-13,483
3,2019-03-14,443
3,2019-03-15,559
3,2019-03-16,386
3,2019-03-17,519
3,2019-03-18,319
3,2019-03-19,486
3,2019-03-20,551
3,2019-03-21,408
3,2019-03-22,457
3,2019-03-23,505
3,2019-03-24,380
3,2019-03-25,460
3,2019-03-26,353
3,2019-03-27,498
3,2019-03-28,379
3,2019-03-29,551
3,2019-03-30,490
3,2019-03-31,408
3,2019-04-01,425
3,2019-04-02,364
3,2019-04-03,604
3,2019-04-04,401
3,2019-04-05,436
3,2019-04-06,582
3,2019-04-07,340
3,2019-04-08,511
3,2019-04-09,343
3,2019-04-10,407
3,2019-04-11,499
3,2019-04-12,432
3,2019-04-13,436
3,2019-04-14,397
3,2019-04-15,415
3,2019-04-16,355
3,2019-04-17,519
3,2019-04-18,355
3,2019-04-19,401
3,2019-04-20,465
3,2019-04-21,514
3,2019-04-22,501
3,2019-04-23,409
3,2019-04-24,394
3,2019-04-25,459
3,2019-04-26,558
3,2019-04-27,591
3,2019-04-28,392
3,2019-04-29,403
3,2019-04-30,403
3,2019-05-01,346
3,2019-05-02,494
3,2019-05-03,493
3,2019-05-04,510
3,2019-05-05,388
3,2019-05-06,389
3,2019-05-07,444
3,2019-05-08,369
3,2019-05-09,364
3,2019-05-10,433
3,2019-05-11,521
3,2019-05-12,402
3,2019-05-13,485
3,2019-05-14,369
3,2019-05-15,339
3,2019-05-16,454
3,2019-05-17,422
3,2019-05-18,342
3,2019-05-19,602
3,2019-05-20,412
3,2019-05-21,545
3,2019-05-22,565
3,2019-05-23,525
3,2019-05-24,466
3,2019-05-25,555
3,2019-05-26,499
3,2019-05-27,322
3,2019-05-28,346
3,2019-05-29,395
3,2019-05-30,429
3,2019-05-31,438
3,2019-06-01,419
3,2019-06-02,291
3,2019-06-03,391
3,2019-06-04,345
3,2019-06-05,387
3,2019-06-06,452
3,2019-06-07,461
3,2019-06-08,397
3,2019-06-09,557
3,2019-06-10,364
3,2019-06-11,279
3,2019-06-12,398
3,2019-06-13,349
3,2019-06-14,325
3,2019-06-15,446
3,2019-06-16,503
3,2019-06-17,348
3,2019-06-18,369
3,2019-06-19,358
3,2019-06-20,344
3,2019-06-21,373
3,2019-06-22,504
3,2019-06-23,346
3,2019-06-24,430
3,2019-06-25,518
3,2019-06-26,268
3,2019-06-27,352
3,2019-06-28,554
3,2019-06-29,2975
3,2019-06-30,536
3,2019-07-01,479
3,2019-07-02,447
3,2019-07-03,517
3,2019-07-04,466
3,2019-07-05,430
3,2019-07-06,498
3,2019-07-07,371
3,2019-07-08,438
3,2019-07-09,412
3,2019-07-10,535
3,2019-07-11,437
3,2019-07-12,541
3,2019-07-13,623
3,2019-07-14,586
3,2019-07-15,389
3,2019-07-16,378
3,2019-07-17,503
3,2019-07-18,370
3,2019-07-19,522
3,2019-07-20,454
3,2019-07-21,581
3,2019-07-22,400
3,2019-07-23,512
3,2019-07-24,377
3,2019-07-25,325
