,id,datetime,consumption
102,0,2019-05-14,332
103,0,2019-05-15,320
104,0,2019-05-16,410
105,0,2019-05-17,333
106,0,2019-05-18,224
107,0,2019-05-19,344
108,0,2019-05-20,382
109,0,2019-05-21,367
110,0,2019-05-22,372
111,0,2019-05-23,130
112,0,2019-05-24,134
113,0,2019-05-25,127
114,0,2019-05-26,336
115,0,2019-05-27,409
116,0,2019-05-28,208
117,0,2019-05-29,319
118,0,2019-05-30,143
119,0,2019-05-31,268
120,0,2019-06-01,243
121,0,2019-06-02,300
122,0,2019-06-03,331
123,0,2019-06-04,260
124,0,2019-06-05,518
125,0,2019-06-06,266
126,0,2019-06-07,148
127,0,2019-06-08,218
128,0,2019-06-09,549
129,0,2019-06-10,268
130,0,2019-06-11,241
131,0,2019-06-12,403
132,0,2019-06-13,279
133,0,2019-06-14,255
134,0,2019-06-15,154
135,0,2019-06-16,301
136,0,2019-06-17,210
137,0,2019-06-18,125
138,0,2019-06-19,104
139,0,2019-06-20,383
140,0,2019-06-21,198
141,0,2019-06-22,229
142,0,2019-06-23,526
143,0,2019-06-24,156
144,0,2019-06-25,470
145,0,2019-06-26,465
146,0,2019-06-27,386
147,0,2019-06-28,291
148,0,2019-06-29,450
149,0,2019-06-30,388
150,0,2019-07-01,341
151,0,2019-07-02,276
152,0,2019-07-03,184
153,0,2019-07-04,170
154,0,2019-07-05,354
155,0,2019-07-06,460
156,0,2019-07-07,351
157,0,2019-07-08,221
158,0,2019-07-09,539
159,0,2019-07-10,150
160,0,2019-07-11,178
161,0,2019-07-12,388
162,0,2019-07-13,245
163,0,2019-07-14,547
164,0,2019-07-15,229
165,0,2019-07-16,546
166,0,2019-07-17,295
167,0,2019-07-18,251
168,0,2019-07-19,194
169,0,2019-07-20,383
170,0,2019-07-21,349
171,0,2019-07-22,212
172,0,2019-07-23,272
173,0,2019-07-24,409
174,0,2019-07-25,250
175,0,2019-07-26,315
176,0,2019-07-27,313
177,0,2019-07-28,363
178,0,2019-07-29,249
179,0,2019-07-30,174
180,0,2019-07-31,391
181,0,2019-08-01,272
182,0,2019-08-02,292
183,0,2019-08-03,330
184,0,2019-08-04,222
185,0,2019-08-05,229
186,0,2019-08-06,264
187,0,2019-08-07,393
188,0,2019-08-08,298
189,0,2019-08-09,426
190,0,2019-08-10,159
191,0,2019-08-11,341
192,0,2019-08-12,418
193,0,2019-08-13,266
194,0,2019-08-14,217
195,0,2019-08-15,519
196,0,2019-08-16,367
197,0,2019-08-17,261
198,0,2019-08-18,203
199,0,2019-08-19,0
200,0,2019-08-20,0
201,0,2019-08-21,0
202,0,2019-08-22,0
203,0,2019-08-23,0
204,0,2019-08-24,0
205,0,2019-08-25,0
206,0,2019-08-26,0
207,0,2019-08-27,0
208,0,2019-08-28,0
209,0,2019-08-29,233
210,0,2019-08-30,304
211,0,2019-08-31,84
212,0,2019-09-01,253
213,0,2019-09-02,610
214,0,2019-09-03,379
215,0,2019-09-04,389
216,0,2019-09-05,273
217,0,2019-09-06,287
218,0,2019-09-07,398
219,0,2019-09-08,364
220,0,2019-09-09,265
221,0,2019-09-10,202
222,0,2019-09-11,256
223,0,2019-09-12,287
224,0,2019-09-13,243
225,0,2019-09-14,274
226,0,2019-09-15,438
227,0,2019-09-16,326
228,0,2019-09-17,238
229,0,2019-09-18,145
230,0,2019-09-19,349
231,0,2019-09-20,392
232,0,2019-09-21,180
233,0,2019-09-22,385
234,0,2019-09-23,347
235,0,2019-09-24,212
236,0,2019-09-25,305
237,0,2019-09-26,303
238,0,2019-09-27,190
239,0,2019-09-28,227
240,0,2019-09-29,339
241,0,2019-09-30,258
242,0,2019-10-01,335
243,0,2019-10-02,308
244,0,2019-10-03,269
245,0,2019-10-04,316
246,0,2019-10-05,281
247,0,2019-10-06,305
248,0,2019-10-07,525
249,0,2019-10-08,349
250,0,2019-10-09,360
251,0,2019-10-10,241
252,0,2019-10-11,252
253,0,2019-10-12,341
254,0,2019-10-13,346
255,0,2019-10-14,289
256,0,2019-10-15,200
257,0,2019-10-16,252
258,0,2019-10-17,229
259,0,2019-10-18,226
260,0,2019-10-19,395
261,0,2019-10-20,192
262,0,2019-10-21,174
263,0,2019-10-22,294
264,0,2019-10-23,240
265,0,2019-10-24,319
266,0,2019-10-25,246
267,0,2019-10-26,350
268,0,2019-10-27,203
269,0,2019-10-28,257
270,0,2019-10-29,227
271,0,2019-10-30,260
272,0,2019-10-31,240
273,0,2019-11-01,502
274,0,2019-11-02,331
275,0,2019-11-03,307
276,0,2019-11-04,272
277,0,2019-11-05,289
278,0,2019-11-06,212
279,0,2019-11-07,259
280,0,2019-11-08,321
281,0,2019-11-09,175
282,0,2019-11-10,373
283,0,2019-11-11,315
284,0,2019-11-12,264
285,0,2019-11-13,241
286,0,2019-11-14,260
287,0,2019-11-15,274
288,0,2019-11-16,430
289,0,2019-11-17,269
290,0,2019-11-18,176
291,0,2019-11-19,190
292,0,2019-11-20,211
293,0,2019-11-21,313
294,0,2019-11-22,326
295,0,2019-11-23,259
296,0,2019-11-24,316
297,0,2019-11-25,280
298,0,2019-11-26,421
299,0,2019-11-27,186
300,0,2019-11-28,293
301,0,2019-11-29,339
302,0,2019-11-30,279
303,0,2019-12-01,317
304,0,2019-12-02,239
305,0,2019-12-03,283
306,0,2019-12-04,236
307,0,2019-12-05,337
308,0,2019-12-06,349
309,0,2019-12-07,315
310,0,2019-12-08,200
311,0,2019-12-09,239
312,0,2019-12-10,275
313,0,2019-12-11,215
314,0,2019-12-12,129
315,0,2019-12-13,392
316,0,2019-12-14,182
317,0,2019-12-15,288
318,0,2019-12-16,320
319,0,2019-12-17,258
320,0,2019-12-18,208
321,0,2019-12-19,152
322,0,2019-12-20,295
323,0,2019-12-21,232
324,0,2019-12-22,182
325,0,2019-12-23,354
326,0,2019-12-24,400
327,0,2019-12-25,274
328,0,2019-12-26,258
329,0,2019-12-27,352
330,0,2019-12-28,347
331,0,2019-12-29,310
332,0,2019-12-30,338
333,0,2019-12-31,327
334,0,2020-01-01,267
335,0,2020-01-02,252
336,0,2020-01-03,208
337,0,2020-01-04,427
338,0,2020-01-05,202
339,0,2020-01-06,386
340,0,2020-01-07,342
341,0,2020-01-08,367
342,0,2020-01-09,238
343,0,2020-01-10,225
344,0,2020-01-11,157
345,0,2020-01-12,282
346,0,2020-01-13,115
347,0,2020-01-14,452
348,0,2020-01-15,210
349,0,2020-01-16,303
350,0,2020-01-17,278
351,0,2020-01-18,421
352,0,2020-01-19,271
353,0,2020-01-20,306
354,0,2020-01-21,292
355,0,2020-01-22,460
356,0,2020-01-23,331
357,0,2020-01-24,368
358,0,2020-01-25,390
359,0,2020-01-26,304
360,0,2020-01-27,213
361,0,2020-01-28,232
362,0,2020-01-29,403
363,0,2020-01-30,425
364,0,2020-01-31,255
365,1,2019-02-01,8
366,1,2019-02-02,47
367,1,2019-02-03,6
368,1,2019-02-04,11
369,1,2019-02-05,43
370,1,2019-02-06,0
371,1,2019-02-07,6
372,1,2019-02-08,0
373,1,2019-02-09,84
374,1,2019-02-10,61
375,1,2019-02-11,11
376,1,2019-02-12,20
377,1,2019-02-13,5
378,1,2019-02-14,0
379,1,2019-02-15,7
380,1,2019-02-16,24
381,1,2019-02-17,16
382,1,2019-02-18,0
383,1,2019-02-19,0
384,1,2019-02-20,5
385,1,2019-02-21,0
386,1,2019-02-22,0
387,1,2019-02-23,0
388,1,2019-02-24,2
389,1,2019-02-25,6
390,1,2019-02-26,0
391,1,2019-02-27,18
392,1,2019-02-28,10
393,1,2019-03-01,0
394,1,2019-03-02,31
395,1,2019-03-03,20
396,1,2019-03-04,0
397,1,2019-03-05,0
398,1,2019-03-06,0
399,1,2019-03-07,6
400,1,2019-03-08,0
401,1,2019-03-09,5
402,1,2019-03-10,28
403,1,2019-03-11,0
404,1,2019-03-12,0
405,1,2019-03-13,0
406,1,2019-03-14,0
407,1,2019-03-15,0
408,1,2019-03-16,37
409,1,2019-03-17,11
410,1,2019-03-18,0
411,1,2019-03-19,0
412,1,2019-03-20,6
413,1,2019-03-21,0
414,1,2019-03-22,0
415,1,2019-03-23,7
416,1,2019-03-24,20
417,1,2019-03-25,15
418,1,2019-03-26,1
419,1,2019-03-27,31
420,1,2019-03-28,1
421,1,2019-03-29,5
422,1,2019-03-30,147
423,1,2019-03-31,146
424,1,2019-04-01,0
425,1,2019-04-02,0
426,1,2019-04-03,2
427,1,2019-04-04,49
428,1,2019-04-05,6
429,1,2019-04-06,0
430,1,2019-04-07,16
431,1,2019-04-08,2
432,1,2019-04-09,4
433,1,2019-04-10,0
434,1,2019-04-11,31
435,1,2019-04-12,2
436,1,2019-04-13,0
437,1,2019-04-14,0
438,1,2019-04-15,0
439,1,2019-04-16,57
440,1,2019-04-17,0
441,1,2019-04-18,0
442,1,2019-04-19,0
443,1,2019-04-20,0
444,1,2019-04-21,10
445,1,2019-04-22,5
446,1,2019-04-23,0
447,1,2019-04-24,0
448,1,2019-04-25,0
449,1,2019-04-26,0
450,1,2019-04-27,6
451,1,2019-04-28,6
452,1,2019-04-29,0
453,1,2019-04-30,0
454,1,2019-05-01,0
455,1,2019-05-02,0
456,1,2019-05-03,0
457,1,2019-05-04,0
458,1,2019-05-05,5
459,1,2019-05-06,0
460,1,2019-05-07,0
461,1,2019-05-08,0
462,1,2019-05-09,10
463,1,2019-05-10,6
464,1,2019-05-11,6
465,1,2019-05-12,0
466,1,2019-05-13,0
467,1,2019-05-14,0
468,1,2019-05-15,5
469,1,2019-05-16,0
470,1,2019-05-17,10
471,1,2019-05-18,6
472,1,2019-05-19,0
473,1,2019-05-20,0
474,1,2019-05-21,18
475,1,2019-05-22,255
476,1,2019-05-23,31
477,1,2019-05-24,120
478,1,2019-05-25,85
479,1,2019-05-26,6
480,1,2019-05-27,0
481,1,2019-05-28,0
482,1,2019-05-29,0
483,1,2019-05-30,0
484,1,2019-05-31,6
485,1,2019-06-01,13
486,1,2019-06-02,13
487,1,2019-06-03,0
488,1,2019-06-04,0
489,1,2019-06-05,0
490,1,2019-06-06,0
491,1,2019-06-07,0
492,1,2019-06-08,34
493,1,2019-06-09,16
494,1,2019-06-10,4
495,1,2019-06-11,0
496,1,2019-06-12,6
497,1,2019-06-13,10
498,1,2019-06-14,6
499,1,2019-06-15,34
500,1,2019-06-16,119
501,1,2019-06-17,7
502,1,2019-06-18,0
503,1,2019-06-19,0
504,1,2019-06-20,8
505,1,2019-06-21,11
506,1,2019-06-22,6
507,1,2019-06-23,13
508,1,2019-06-24,16
509,1,2019-06-25,7
510,1,2019-06-26,9
511,1,2019-06-27,3
512,1,2019-06-28,5
513,1,2019-06-29,0
514,1,2019-06-30,4
515,1,2019-07-01,1
516,1,2019-07-02,0
517,1,2019-07-03,6
518,1,2019-07-04,12
519,1,2019-07-05,0
520,1,2019-07-06,11
521,1,2019-07-07,5
522,1,2019-07-08,6
523,1,2019-07-09,0
524,1,2019-07-10,7
525,1,2019-07-11,0
526,1,2019-07-12,0
527,1,2019-07-13,0
528,1,2019-07-14,0
529,1,2019-07-15,0
530,1,2019-07-16,6
531,1,2019-07-17,0
532,1,2019-07-18,8
533,1,2019-07-19,2
534,1,2019-07-20,20
535,1,2019-07-21,0
536,1,2019-07-22,1
537,1,2019-07-23,0
538,1,2019-07-24,5
539,1,2019-07-25,0
540,1,2019-07-26,0
541,1,2019-07-27,0
542,1,2019-07-28,3
543,1,2019-07-29,0
544,1,2019-07-30,2
545,1,2019-07-31,0
546,1,2019-08-01,0
547,1,2019-08-02,0
548,1,2019-08-03,0
549,1,2019-08-04,3
550,1,2019-08-05,0
551,1,2019-08-06,0
552,1,2019-08-07,168
553,1,2019-08-08,4
554,1,2019-08-09,0
555,1,2019-08-10,283
556,1,2019-08-11,6
557,1,2019-08-12,0
558,1,2019-08-13,11
559,1,2019-08-14,3
560,1,2019-08-15,0
561,1,2019-08-16,0
562,1,2019-08-17,0
563,1,2019-08-18,3
564,1,2019-08-19,0
565,1,2019-08-20,2
566,1,2019-08-21,3
567,1,2019-08-22,0
568,1,2019-08-23,0
569,1,2019-08-24,0
570,1,2019-08-25,0
571,1,2019-08-26,15
572,1,2019-08-27,10
573,1,2019-08-28,4
574,1,2019-08-29,5
575,1,2019-08-30,0
576,1,2019-08-31,4
577,1,2019-09-01,1
578,1,2019-09-02,3
579,1,2019-09-03,8
580,1,2019-09-04,1
581,1,2019-09-05,5
582,1,2019-09-06,23
583,1,2019-09-07,0
584,1,2019-09-08,0
585,1,2019-09-09,6
586,1,2019-09-10,3
587,1,2019-09-11,3
588,1,2019-09-12,2
589,1,2019-09-13,2
590,1,2019-09-14,6
591,1,2019-09-15,7
592,1,2019-09-16,7
593,1,2019-09-17,0
594,1,2019-09-18,6
595,1,2019-09-19,0
596,1,2019-09-20,3
597,1,2019-09-21,12
598,1,2019-09-22,8
599,1,2019-09-23,10
600,1,2019-09-24,2
601,1,2019-09-25,4
602,1,2019-09-26,10
603,1,2019-09-27,9
604,1,2019-09-28,29
605,1,2019-09-29,11
606,1,2019-09-30,0
607,1,2019-10-01,5
608,1,2019-10-02,1
609,1,2019-10-03,0
610,1,2019-10-04,4
611,1,2019-10-05,7
612,1,2019-10-06,1
613,1,2019-10-07,3
614,1,2019-10-08,18
615,1,2019-10-09,0
616,1,2019-10-10,0
617,1,2019-10-11,19
618,1,2019-10-12,0
619,1,2019-10-13,0
620,1,2019-10-14,5
621,1,2019-10-15,11
622,1,2019-10-16,0
623,1,2019-10-17,0
624,1,2019-10-18,0
625,1,2019-10-19,5
626,1,2019-10-20,17
627,1,2019-10-21,3
628,1,2019-10-22,0
629,1,2019-10-23,11
630,1,2019-10-24,11
631,1,2019-10-25,24
632,1,2019-10-26,6
633,1,2019-10-27,5
634,1,2019-10-28,6
635,1,2019-10-29,0
636,1,2019-10-30,2
637,1,2019-10-31,0
638,1,2019-11-01,0
639,1,2019-11-02,146
640,1,2019-11-03,0
641,1,2019-11-04,15
642,1,2019-11-05,6
643,1,2019-11-06,0
644,1,2019-11-07,0
645,1,2019-11-08,0
646,1,2019-11-09,31
647,1,2019-11-10,3
648,1,2019-11-11,0
649,1,2019-11-12,3
650,1,2019-11-13,0
651,1,2019-11-14,3
652,1,2019-11-15,5
653,1,2019-11-16,3
654,1,2019-11-17,4
655,1,2019-11-18,10
656,1,2019-11-19,0
657,1,2019-11-20,0
658,1,2019-11-21,3
659,1,2019-11-22,0
660,1,2019-11-23,3
661,1,2019-11-24,3
662,1,2019-11-25,1
663,1,2019-11-26,3
664,1,2019-11-27,9
665,1,2019-11-28,3
666,1,2019-11-29,38
667,1,2019-11-30,0
668,1,2019-12-01,0
669,1,2019-12-02,5
670,1,2019-12-03,0
671,1,2019-12-04,0
672,1,2019-12-05,0
673,1,2019-12-06,0
674,1,2019-12-07,0
675,1,2019-12-08,0
676,1,2019-12-09,0
677,1,2019-12-10,0
678,1,2019-12-11,0
679,1,2019-12-12,2
680,1,2019-12-13,16
681,1,2019-12-14,0
682,1,2019-12-15,6
683,1,2019-12-16,4
684,1,2019-12-17,0
685,1,2019-12-18,4
686,1,2019-12-19,1
687,1,2019-12-20,0
688,1,2019-12-21,0
689,1,2019-12-22,3
690,1,2019-12-23,3
691,1,2019-12-24,3
692,1,2019-12-25,25
693,1,2019-12-26,4
694,1,2019-12-27,0
695,1,2019-12-28,0
696,1,2019-12-29,8
697,1,2019-12-30,13
698,1,2019-12-31,7
699,1,2020-01-01,3
700,1,2020-01-02,0
701,1,2020-01-03,3
702,1,2020-01-04,0
703,1,2020-01-05,0
704,1,2020-01-06,0
705,1,2020-01-07,0
706,1,2020-01-08,0
707,1,2020-01-09,84
708,1,2020-01-10,46
709,1,2020-01-11,3
710,1,2020-01-12,3
711,1,2020-01-13,0
712,1,2020-01-14,0
713,1,2020-01-15,0
714,1,2020-01-16,4
715,1,2020-01-17,0
716,1,2020-01-18,0
717,1,2020-01-19,215
718,1,2020-01-20,14
719,1,2020-01-21,3
720,1,2020-01-22,0
721,1,2020-01-23,0
722,1,2020-01-24,0
723,1,2020-01-25,0
724,1,2020-01-26,0
725,1,2020-01-27,4
726,1,2020-01-28,1
727,1,2020-01-29,0
728,1,2020-01-30,10
729,1,2020-01-31,28
730,2,2019-02-01,0
731,2,2019-02-02,0
732,2,2019-02-03,0
733,2,2019-02-04,0
734,2,2019-02-05,0
735,2,2019-02-06,0
736,2,2019-02-07,0
737,2,2019-02-08,0
738,2,2019-02-09,0
739,2,2019-02-10,0
740,2,2019-02-11,0
741,2,2019-02-12,0
742,2,2019-02-13,0
743,2,2019-02-14,0
744,2,2019-02-15,0
745,2,2019-02-16,14
746,2,2019-02-17,0
747,2,2019-02-18,0
748,2,2019-02-19,0
749,2,2019-02-20,8
750,2,2019-02-21,0
751,2,2019-02-22,0
752,2,2019-02-23,0
753,2,2019-02-24,0
754,2,2019-02-25,0
755,2,2019-02-26,50
756,2,2019-02-27,0
757,2,2019-02-28,0
758,2,2019-03-01,0
759,2,2019-03-02,35
760,2,2019-03-03,9
761,2,2019-03-04,0
762,2,2019-03-05,0
763,2,2019-03-06,0
764,2,2019-03-07,9
765,2,2019-03-08,0
766,2,2019-03-09,0
767,2,2019-03-10,0
768,2,2019-03-11,8
769,2,2019-03-12,0
770,2,2019-03-13,0
771,2,2019-03-14,0
772,2,2019-03-15,0
773,2,2019-03-16,6
774,2,2019-03-17,0
775,2,2019-03-18,16
776,2,2019-03-19,7
777,2,2019-03-20,6
778,2,2019-03-21,0
779,2,2019-03-22,0
780,2,2019-03-23,0
781,2,2019-03-24,6
782,2,2019-03-25,0
783,2,2019-03-26,0
784,2,2019-03-27,0
785,2,2019-03-28,0
786,2,2019-03-29,0
787,2,2019-03-30,5
788,2,2019-03-31,8
789,2,2019-04-01,0
790,2,2019-04-02,6
791,2,2019-04-03,6
792,2,2019-04-04,0
793,2,2019-04-05,1
794,2,2019-04-06,0
795,2,2019-04-07,4
796,2,2019-04-08,0
797,2,2019-04-09,12
798,2,2019-04-10,0
799,2,2019-04-11,0
800,2,2019-04-12,0
801,2,2019-04-13,0
802,2,2019-04-14,0
803,2,2019-04-15,0
804,2,2019-04-16,0
805,2,2019-04-17,0
806,2,2019-04-18,0
807,2,2019-04-19,0
808,2,2019-04-20,0
809,2,2019-04-21,0
810,2,2019-04-22,0
811,2,2019-04-23,0
812,2,2019-04-24,5
813,2,2019-04-25,0
814,2,2019-04-26,0
815,2,2019-04-27,0
816,2,2019-04-28,9
817,2,2019-04-29,1
818,2,2019-04-30,0
819,2,2019-05-01,0
820,2,2019-05-02,6
821,2,2019-05-03,0
822,2,2019-05-04,0
823,2,2019-05-05,0
824,2,2019-05-06,0
825,2,2019-05-07,0
826,2,2019-05-08,0
827,2,2019-05-09,0
828,2,2019-05-10,0
829,2,2019-05-11,0
830,2,2019-05-12,0
831,2,2019-05-13,0
832,2,2019-05-14,0
833,2,2019-05-15,0
834,2,2019-05-16,0
835,2,2019-05-17,0
836,2,2019-05-18,0
837,2,2019-05-19,9
838,2,2019-05-20,0
839,2,2019-05-21,0
840,2,2019-05-22,0
841,2,2019-05-23,0
842,2,2019-05-24,0
843,2,2019-05-25,0
844,2,2019-05-26,0
845,2,2019-05-27,0
846,2,2019-05-28,0
847,2,2019-05-29,0
848,2,2019-05-30,0
849,2,2019-05-31,16
850,2,2019-06-01,0
851,2,2019-06-02,0
852,2,2019-06-03,0
853,2,2019-06-04,0
854,2,2019-06-05,8
855,2,2019-06-06,0
856,2,2019-06-07,6
857,2,2019-06-08,0
858,2,2019-06-09,0
859,2,2019-06-10,0
860,2,2019-06-11,0
861,2,2019-06-12,0
862,2,2019-06-13,0
863,2,2019-06-14,0
864,2,2019-06-15,0
865,2,2019-06-16,1
866,2,2019-06-17,0
867,2,2019-06-18,0
868,2,2019-06-19,15
869,2,2019-06-20,0
870,2,2019-06-21,4
871,2,2019-06-22,0
872,2,2019-06-23,0
873,2,2019-06-24,7
874,2,2019-06-25,0
875,2,2019-06-26,8
876,2,2019-06-27,0
877,2,2019-06-28,0
878,2,2019-06-29,0
879,2,2019-06-30,1
880,2,2019-07-01,0
881,2,2019-07-02,0
882,2,2019-07-03,0
883,2,2019-07-04,0
884,2,2019-07-05,0
885,2,2019-07-06,0
886,2,2019-07-07,6
887,2,2019-07-08,0
888,2,2019-07-09,6
889,2,2019-07-10,0
890,2,2019-07-11,4
891,2,2019-07-12,0
892,2,2019-07-13,0
893,2,2019-07-14,7
894,2,2019-07-15,0
895,2,2019-07-16,0
896,2,2019-07-17,0
897,2,2019-07-18,5
898,2,2019-07-19,88
899,2,2019-07-20,0
900,2,2019-07-21,26
901,2,2019-07-22,1
902,2,2019-07-23,0
903,2,2019-07-24,7
904,2,2019-07-25,90
905,2,2019-07-26,98
906,2,2019-07-27,47
907,2,2019-07-28,116
908,2,2019-07-29,69
909,2,2019-07-30,0
910,2,2019-07-31,5
911,2,2019-08-01,0
912,2,2019-08-02,0
913,2,2019-08-03,0
914,2,2019-08-04,0
915,2,2019-08-05,0
916,2,2019-08-06,0
917,2,2019-08-07,10
918,2,2019-08-08,0
919,2,2019-08-09,0
920,2,2019-08-10,0
921,2,2019-08-11,0
922,2,2019-08-12,6
923,2,2019-08-13,0
924,2,2019-08-14,0
925,2,2019-08-15,0
926,2,2019-08-16,0
927,2,2019-08-17,0
928,2,2019-08-18,0
929,2,2019-08-19,0
930,2,2019-08-20,0
931,2,2019-08-21,0
932,2,2019-08-22,0
933,2,2019-08-23,11
934,2,2019-08-24,5
935,2,2019-08-25,8
936,2,2019-08-26,0
937,2,2019-08-27,0
938,2,2019-08-28,12
939,2,2019-08-29,23
940,2,2019-08-30,4
941,2,2019-08-31,0
942,2,2019-09-01,0
943,2,2019-09-02,0
944,2,2019-09-03,0
945,2,2019-09-04,0
946,2,2019-09-05,20
947,2,2019-09-06,17
948,2,2019-09-07,32
949,2,2019-09-08,21
950,2,2019-09-09,35
951,2,2019-09-10,15
952,2,2019-09-11,25
953,2,2019-09-12,23
954,2,2019-09-13,29
955,2,2019-09-14,37
956,2,2019-09-15,26
957,2,2019-09-16,28
958,2,2019-09-17,41
959,2,2019-09-18,10
960,2,2019-09-19,23
961,2,2019-09-20,37
962,2,2019-09-21,32
963,2,2019-09-22,26
964,2,2019-09-23,21
965,2,2019-09-24,29
966,2,2019-09-25,20
967,2,2019-09-26,23
968,2,2019-09-27,10
969,2,2019-09-28,0
970,2,2019-09-29,0
971,2,2019-09-30,44
972,2,2019-10-01,15
973,2,2019-10-02,59
974,2,2019-10-03,43
975,2,2019-10-04,16
976,2,2019-10-05,29
977,2,2019-10-06,38
978,2,2019-10-07,37
979,2,2019-10-08,37
980,2,2019-10-09,30
981,2,2019-10-10,40
982,2,2019-10-11,28
983,2,2019-10-12,34
984,2,2019-10-13,24
985,2,2019-10-14,29
986,2,2019-10-15,26
987,2,2019-10-16,33
988,2,2019-10-17,22
989,2,2019-10-18,22
990,2,2019-10-19,37
991,2,2019-10-20,23
992,2,2019-10-21,114
993,2,2019-10-22,39
994,2,2019-10-23,26
995,2,2019-10-24,31
996,2,2019-10-25,28
997,2,2019-10-26,32
998,2,2019-10-27,28
999,2,2019-10-28,26
1000,2,2019-10-29,1
1001,2,2019-10-30,1
1002,2,2019-10-31,0
1003,2,2019-11-01,1
1004,2,2019-11-02,1
1005,2,2019-11-03,16
1006,2,2019-11-04,23
1007,2,2019-11-05,27
1008,2,2019-11-06,30
1009,2,2019-11-07,28
1010,2,2019-11-08,28
1011,2,2019-11-09,32
1012,2,2019-11-10,30
1013,2,2019-11-11,35
1014,2,2019-11-12,6
1015,2,2019-11-13,1
1016,2,2019-11-14,6
1017,2,2019-11-15,48
1018,2,2019-11-16,16
1019,2,2019-11-17,23
1020,2,2019-11-18,39
1021,2,2019-11-19,22
1022,2,2019-11-20,32
1023,2,2019-11-21,21
1024,2,2019-11-22,21
1025,2,2019-11-23,33
1026,2,2019-11-24,36
1027,2,2019-11-25,42
1028,2,2019-11-26,15
1029,2,2019-11-27,31
1030,2,2019-11-28,31
1031,2,2019-11-29,45
1032,2,2019-11-30,28
1033,2,2019-12-01,20
1034,2,2019-12-02,27
1035,2,2019-12-03,32
1036,2,2019-12-04,53
1037,2,2019-12-05,21
1038,2,2019-12-06,17
1039,2,2019-12-07,27
1040,2,2019-12-08,42
1041,2,2019-12-09,27
1042,2,2019-12-10,44
1043,2,2019-12-11,32
1044,2,2019-12-12,29
1045,2,2019-12-13,33
1046,2,2019-12-14,31
1047,2,2019-12-15,32
1048,2,2019-12-16,49
1049,2,2019-12-17,38
1050,2,2019-12-18,12
1051,2,2019-12-19,25
1052,2,2019-12-20,32
1053,2,2019-12-21,32
1054,2,2019-12-22,41
1055,2,2019-12-23,26
1056,2,2019-12-24,35
1057,2,2019-12-25,43
1058,2,2019-12-26,32
1059,2,2019-12-27,28
1060,2,2019-12-28,29
1061,2,2019-12-29,44
1062,2,2019-12-30,34
1063,2,2019-12-31,36
1064,2,2020-01-01,28
1065,2,2020-01-02,35
1066,2,2020-01-03,33
1067,2,2020-01-04,17
1068,2,2020-01-05,26
